,Unnamed: 0,source,author,title,description,url,urlToImage,publishedAt,content
39,39,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Qualcomm Highlights Snapdragon Ride Flex SoC And The Best Concept Car At CES 2023,#1-Ranked Industry Analyst Patrick Moorhead gives his coverage of Qualcomm and its Snapdragon Ride Flex family of SoCs at CES 2023.,https://www.forbes.com/sites/patrickmoorhead/2023/01/18/qualcomm-highlights-snapdragon-ride-flex-soc-and-the-best-concept-car-at-ces-2023/,https://imageio.forbes.com/specials-images/imageserve/63c85380166c233eb5766ec0/0x0.jpg?format=jpg&width=1200,2023-01-18T20:18:51Z,"Qualcomms concept car at CES 2023.
Patrick Moorhead
The automotive booths are some of the most mind-blowing displays at CES. In my podcast, The Six Five, my co-host Daniel Newman of Futurum Researc… [+8683 chars]"
40,40,"{'id': None, 'name': 'Forbes'}","Paul Smith-Goodson, Contributor, 
 Paul Smith-Goodson, Contributor
 https://www.forbes.com/sites/moorinsights/people/paulsmithgoodson/",Zapata Computing’s Second Annual Global Survey Shows Strong Progress For Quantum Computing In The Enterprise Market,"Vice President, AI & Quantum Computing, Paul Smith-Goodson, dives in as last year, Zapata Computing, a quantum software company, commissioned one of the year's most insightful and valuable quantum computing surveys.",https://www.forbes.com/sites/moorinsights/2023/01/11/zapata-computings-second-annual-global-survey-shows-strong-progress-for-quantum-computing-in-the-enterprise-market/,https://imageio.forbes.com/specials-images/imageserve/63bf33d1380ff7645891aeca/0x0.jpg?format=jpg&width=1200,2023-01-11T22:14:17Z,"Zapata
Zapata
Last year, Zapata Computing, a quantum software company, commissioned one of the year's most insightful and valuable quantum computing surveys. The survey revealed how and when compan… [+7469 chars]"
41,41,"{'id': None, 'name': 'Forbes'}","Bruce Rogers, Senior Contributor, 
 Bruce Rogers, Senior Contributor
 https://www.forbes.com/sites/brucerogers/",Wayne Lam Builds Cirrus Data To Solve Data Migration Challenge,"Wayne Lam, his brother Wai and their long-time team of engineers co-founded Cirrus Data, a developer of cloud, data center and storage area network applications for data migration and caching services.",https://www.forbes.com/sites/brucerogers/2023/01/26/wayne-lam-builds-cirrus-data-to-solve-data-migration-challenge/,https://imageio.forbes.com/specials-images/imageserve/63d2a323c6b15899784c5504/0x0.jpg?format=jpg&width=1200,2023-01-26T16:12:14Z,"Wayne Lam is an exuberant, self-described serial entrepreneur who has been building businesses helping customers solve their computing and data storage challenges since his undergraduate days as an e… [+6114 chars]"
42,42,"{'id': None, 'name': 'Forbes'}","Bill Hardekopf, Contributor, 
 Bill Hardekopf, Contributor
 https://www.forbes.com/sites/billhardekopf/",This Week In Credit Card News: Interest Rates Expected To Keep Rising; Credit Card Trends In 2023,What took place this week in the credit card and payment industries,https://www.forbes.com/sites/billhardekopf/2023/01/05/this-week-in-credit-card-news-interest-rates-expected-to-keep-rising-credit-card-trends-in-2023/,https://imageio.forbes.com/specials-images/imageserve/63b7081ae204d3e4d4f26064/0x0.jpg?format=jpg&width=1200,2023-01-05T17:34:09Z,"Interest Rates on Mortgages, Cars, and Credit Cards Will Keep Getting More Expensive in 2023
Borrowing money to buy a house or a car won't get any cheaper this year, the nation's central bank just c… [+8528 chars]"
43,43,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",A Worrisome Revelation For Apple: The HP Dragonfly Pro Laptop Rocks Unique AMD Internals And Optimizations,#1-Ranked Industry Analyst Patrick Moorhead gives his coverage of the HP Dragonfly Pro laptop and its unique AMD internals and optimizations.,https://www.forbes.com/sites/patrickmoorhead/2023/01/11/a-worrisome-revelation-for-apple-the-hp-dragonfly-pro-laptop-rocks-unique-amd-internals-and-optimizations/,https://imageio.forbes.com/specials-images/imageserve/63bef1e7e7ed94cfde964a43/0x0.jpg?format=jpg&width=1200,2023-01-11T17:31:48Z,"CES 2023 opening keynote. 
Jacob Freyman
For years, I have been pointing toward AMD in the mobile space as one of the ways to best compete with the Apple threat. It was simple equation- AMD had mor… [+8654 chars]"
44,44,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",The Samsung Galaxy XCover6 Pro Is Samsung’s Most Durable And Capable Phone Yet,#1-Ranked Industry Analyst Patrick Moorhead reviews the Samsung XCover6 Pro.,https://www.forbes.com/sites/patrickmoorhead/2023/01/11/the-samsung-galaxy-xcover6-pro-is-samsungs-most-durable-and-capable-phone-yet/,https://imageio.forbes.com/specials-images/imageserve/63bf2f97744bb7aaaee4e9c4/0x0.jpg?format=jpg&width=1200,2023-01-11T21:58:44Z,"Samsung 
Suppose we could go back a decade and reintroduce characteristics of the smartphone that have since passed. In that case, I believe some would want to recover the removable battery and back… [+10516 chars]"
45,45,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",AMD Brings Zen 4 Architecture And AI To Its Mobile Processors At CES 2023,"#1-Ranked Industry Analyst Patrick Moorhead gives his coverage of AMD's newly announced mobile and desktop processors, mobile graphics, AI products, and adaptive solutions at CES 2023.",https://www.forbes.com/sites/patrickmoorhead/2023/01/17/amd-brings-zen-4-architecture-and-ai-to-its-mobile-processors-at-ces-2023/,https://imageio.forbes.com/specials-images/imageserve/63c6b974f0d56574eae9af4b/0x0.png?format=png&width=1200,2023-01-17T15:09:27Z,"Lisa Su on stage at CES 2023.
AMD
AMD Chair and CEO Lisa Su kicked off CES 2023 with the opening keynote, highlighting all of the ways AMD is disruptively advancing its product markets. AMD announc… [+10845 chars]"
46,46,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",The Goldilocks Principle And Hybrid Cloud,"#1-Ranked Industry Analyst Patrick Moorhead dives in as The Goldilocks Principle shows up in many places in our lives and business in areas as vast and varied as astrobiology, economics, and machine learning. When it comes to the cloud, I can place my twist o…",https://www.forbes.com/sites/patrickmoorhead/2023/01/19/the-goldilocks-principle-and-hybrid-cloud/,https://imageio.forbes.com/specials-images/imageserve/63c96c06ef67aedf79766ebe/0x0.png?format=png&width=1200,2023-01-19T16:16:23Z,The Goldilocks Principle is the premise that we tend to end up with just the right amount of something over time. The Goldilocks Principle shows up in many places in our lives and business in areas a… [+10799 chars]
47,47,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Zoho – Running A Software Enterprise From A Village,"#1-Ranked Industry Analyst Patrick Moorhead dives in as recently, he had the opportunity to speak with Sridhar Vembu, Zoho CEO, via Zoho Meeting.",https://www.forbes.com/sites/patrickmoorhead/2023/01/26/zoho--running-a-software-enterprise-from-a-village/,https://imageio.forbes.com/specials-images/imageserve/63d2e67a8d5e11be974c5506/0x0.jpg?format=jpg&width=1200,2023-01-26T20:49:05Z,"If you have read my articles, you will know I like many things about Zoho; the company, the product approach, and innovation. Zoho has a track record of recognizing opportunities and getting there fi… [+8943 chars]"
48,48,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Cloudera – As The World Goes Hybrid,"#1-Ranked Industry Analyst Patrick Mooread dives deeply into stream processing, specifically Cloudera Stream Processing (CSP), which provides advanced messaging, stream processing, and analytics capabilities within the Cloudera DataFlow (CDF) platform.",https://www.forbes.com/sites/patrickmoorhead/2023/01/11/cloudera--as-the-world-goes-hybrid/,https://imageio.forbes.com/specials-images/imageserve/63bef55fa93d71f079e4e9c0/0x0.png?format=png&width=1200,2023-01-11T17:51:01Z,"The future is hybrid and multi-cloud. If you subscribe to that future, and most now do, then it follows that data management must be hybrid. Effective data management is vital for successful artifici… [+10093 chars]"
49,49,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",NI – Getting Complex Products To Market Faster,"#1-Ranked Industry Analyst Patrick Moorhead dives in as recently the company, National Instruments, has reinvented its operating model to focus on software-defined testing systems and the addition of technologies such as data analytics and machine learning.",https://www.forbes.com/sites/patrickmoorhead/2023/01/18/ni--getting-complex-products-to-market-faster/,https://imageio.forbes.com/specials-images/imageserve/63c814d888f48a54d489b917/0x0.png?format=png&width=1200,2023-01-18T15:53:03Z,"NI (formerly National Instruments), headquartered in my hometown of Austin, Texas, is a company I've been following for a long time. In 2020, National Instruments shortened its name to 'NI' along wit… [+9522 chars]"
50,50,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",A First Chat With New Infoblox President And CEO Scott Harrel,"#1-Ranked Industry analyst Patrick Moorhead dives in as Scott Harrell is the new CEO of Infoblox following the retirement of Jesper Andersen. Before joining Infoblox, Scott was the Senior Vice President and General Manager for Cisco.",https://www.forbes.com/sites/patrickmoorhead/2023/01/23/a-first-chat-with-new-infoblox-president-and-ceo-scott-harrel/,https://imageio.forbes.com/specials-images/imageserve/63cec65e2bf90ee9d6922d84/0x0.jpg?format=jpg&width=1200,2023-01-23T17:49:17Z,"One of the most exciting parts of my job, and there are many, is the opportunity to speak with CEOs, specifically CEOs that have just joined a new company. Many of us have experienced the all-hands m… [+9328 chars]"
51,51,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Cadence Brings Dolby Atmos To Automotive Entertainment Systems,#1-Ranked Industry Analyst Patrick Moorhead gives a first-hand look at Cadence's new Tensilica-branded DSP solutions with next-generation technologies for the automotive entertainment industry and the true wireless stereo (TWS) space.,https://www.forbes.com/sites/patrickmoorhead/2023/01/17/cadence-brings-dolby-atmos-to-automotive-entertainment-systems/,"https://imageio.forbes.com/specials-images/imageserve/63c6bd325ee594aef3e9af4d/0x0.jpg?format=jpg&crop=3124,2604,x334,y0,safe&width=1200",2023-01-17T17:24:13Z,"The Rayban Stories Smart Glasses with Tensilica HiFi 4 DSP.
Jacob Freyman
One of the best parts of going to CES every year is getting to see all the new devices and demos. Most people only know Cad… [+9019 chars]"
52,52,"{'id': None, 'name': 'Forbes'}","Patrick Moorhead, Senior Contributor, 
 Patrick Moorhead, Senior Contributor
 https://www.forbes.com/sites/patrickmoorhead/",Are The EU Concerns With Broadcom’s VMware Deal Justified?,#1-Ranked Industry analyst Patrick Moorhead outlines why the EC's concerns with Broadcom's VMware deal are unfounded.,https://www.forbes.com/sites/patrickmoorhead/2023/01/25/are-the-eu-concerns-with-broadcoms-vmware-deal-justified/,https://imageio.forbes.com/specials-images/imageserve/63d18c8e049362de2d922d82/0x0.jpg?format=jpg&width=1200,2023-01-25T20:13:44Z,"Since the news of Broadcoms agreement to acquire VMware for approximately $61 billion in cash and stock broke, I have opined with several articles. As the situation has evolved, my early negative imp… [+9303 chars]"
53,53,"{'id': None, 'name': 'Forbes'}","Melody Brue, Contributor, 
 Melody Brue, Contributor
 https://www.forbes.com/sites/moorinsights/people/melodybrue/",ProWallet Is Building A Better Payments System For The Construction Industry,"Principal Analyst, Fintech and Retail Tech Melody Brue covers Rabbet's new instant payment solution specifically for the construction industry.",https://www.forbes.com/sites/moorinsights/2022/12/29/prowallet-is-building-a-better-payments-system-for-the-construction-industry/,https://imageio.forbes.com/specials-images/imageserve/63addcdb7da91250f25e175d/0x0.jpg?format=jpg&width=1200,2022-12-29T18:51:31Z,"202246195 / Construction © Skarie20 | Dreamstime.com
Construction cash flow is broken, and the problem is severe. The industry is plagued with antiquated, disjointed processes that make it hard for … [+11027 chars]"
